variant,project_name,file_path,baseline_full_tp,baseline_partial_tp,variant_full,variant_partial,tp_full,tp_partial,entry_hit,entry_fn
vanguard-lite,vvmafra_EnerTradeZK,vvmafra_EnerTradeZK\back-end\circuits\balance_check.circom,1,0,1,1,1,0,1,0
vanguard-lite,WasinYokk_OTC,WasinYokk_OTC\circomlib-master\test\circuits\escalarmulw4table_test.circom,1,0,0,1,0,0,1,0
vanguard-lite,WasinYokk_OTC,WasinYokk_OTC\circomlib-master\test\circuits\escalarmulw4table_test3.circom,1,0,0,1,0,0,1,0
vanguard-lite,yushihang_circomExamples,yushihang_circomExamples\src\circuit.circom,1,0,0,1,0,0,1,0
vanguard-lite,yushihang_circomExamples,yushihang_circomExamples\src\test5.circom,1,0,0,1,0,0,1,0
vanguard-lite,agnij-dutta_sigil,agnij-dutta_sigil\web3\circuits\privacy\k_anonymity.circom,0,1,0,4,0,1,1,0
vanguard-lite,agnij-dutta_sigil,agnij-dutta_sigil\web3\circuits\privacy\zero_knowledge_sets.circom,0,1,0,8,0,1,1,0
vanguard-lite,agnij-dutta_sigil,agnij-dutta_sigil\web3\circuits\core\primitives\signature_verify.circom,0,1,0,3,0,1,1,0
vanguard-lite,Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\compiler-testing\workspace\temp\2\temp2.circom,0,1,0,4,0,1,1,0
vanguard-lite,CleanPegasus_zero-knowledge-puzzles,CleanPegasus_zero-knowledge-puzzles\Num2Bits\Num2Bits.circom,0,1,0,1,0,1,1,0
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\circomlib_original_2.0\test\escalarmulany_test\escalarmulany_test.circom,0,1,0,2,0,1,1,0
vanguard-lite,danielfsha_Card-RPG,danielfsha_Card-RPG\circuits\interstellar\src\damage.circom,0,1,0,5,0,1,1,0
vanguard-lite,frederickemerson_Lumina,frederickemerson_Lumina\zk-circuits\kyc_proof.circom,0,1,0,1,0,1,1,0
vanguard-lite,frederickemerson_Lumina,frederickemerson_Lumina\zk-circuits\origin_proof.circom,0,1,0,1,0,1,1,0
vanguard-lite,hshadab_agentkit,hshadab_agentkit\circuits\TestSimple.circom,0,1,0,1,0,1,1,0
vanguard-lite,jose-blockchain_opencircom,jose-blockchain_opencircom\test\circuits\comparators_ext_test.circom,0,1,0,3,0,1,1,0
vanguard-lite,jose-blockchain_opencircom,jose-blockchain_opencircom\test\circuits\gates_test.circom,0,1,0,2,0,1,1,0
vanguard-lite,kitai-hazure_scaling-eth-24,kitai-hazure_scaling-eth-24\circuits\transactions_validator.circom,0,1,0,1,0,1,1,0
vanguard-lite,OnChainMee_zkml-erc8004,OnChainMee_zkml-erc8004\news-service\circuits\NewsClassification.circom,0,1,0,3,0,1,1,0
vanguard-lite,ParthRathix0_AuthVault.zk,ParthRathix0_AuthVault.zk\circuits\identity.circom,0,1,0,1,0,1,1,0
vanguard-lite,Teycir_ZkPatternFuzz,Teycir_ZkPatternFuzz\tests\ground_truth_circuits\bit_decomposition.circom,0,1,0,1,0,1,1,0
vanguard-lite,WasinYokk_OTC,WasinYokk_OTC\circomlib-master\test\circuits\escalarmulany_test.circom,0,1,0,2,0,1,1,0
vanguard-lite,wyf-ACCEPT_ZK-Decision-Tree-Demo,wyf-ACCEPT_ZK-Decision-Tree-Demo\circuits\simpleDCT\simpleDCT.circom,0,1,0,1,0,1,1,0
